pair_ID	entailment_judgment	relatedness_score
1678	NEUTRAL	4.493003587
1679	NEUTRAL	4.013752405
1681	NEUTRAL	4.413772355
1683	NEUTRAL	4.403577865
1684	NEUTRAL	4.324279401
1685	ENTAILMENT	4.214771641
1686	NEUTRAL	4.393087812
1688	NEUTRAL	3.682522765
1689	NEUTRAL	4.465944902
1692	ENTAILMENT	2.814519255
1693	NEUTRAL	4.312336871
1695	NEUTRAL	4.064950859
1696	NEUTRAL	4.445730467
1698	ENTAILMENT	4.235839926
1699	NEUTRAL	4.288838913
1701	NEUTRAL	1.446062072
1704	NEUTRAL	4.387954106
1709	NEUTRAL	2.002284057
1710	NEUTRAL	1.359196996
1713	NEUTRAL	3.977294382
1717	ENTAILMENT	4.521895388
1718	CONTRADICTION	4.461329402
1720	CONTRADICTION	4.331018149
1722	NEUTRAL	4.549468918
1725	NEUTRAL	4.63846125
1726	ENTAILMENT	4.686658297
1727	ENTAILMENT	4.796783043
1728	NEUTRAL	4.437628455
1730	ENTAILMENT	4.801226583
1731	ENTAILMENT	4.769381214
1732	CONTRADICTION	4.781672835
1734	ENTAILMENT	4.213160134
1735	CONTRADICTION	4.218321767
1737	NEUTRAL	4.654756298
1738	NEUTRAL	1.111499518
1739	NEUTRAL	1.195357756
1740	NEUTRAL	1.093685666
1742	NEUTRAL	1.083476048
1743	ENTAILMENT	3.47811321
1744	CONTRADICTION	4.465624514
1745	NEUTRAL	4.576718181
1746	NEUTRAL	4.421753867
1748	NEUTRAL	4.487106795
1749	NEUTRAL	4.427829342
1750	ENTAILMENT	3.323858197
1752	ENTAILMENT	4.552531609
1758	NEUTRAL	4.129623447
1760	NEUTRAL	4.49461044
1761	NEUTRAL	4.439477085
1762	NEUTRAL	4.453107406
1763	NEUTRAL	3.686875541
1764	NEUTRAL	4.576766278
1767	NEUTRAL	3.984768548
1768	ENTAILMENT	4.915888477
1769	ENTAILMENT	4.453639834
1770	ENTAILMENT	4.452921999
1774	NEUTRAL	3.793622121
1775	NEUTRAL	3.471629169
1778	ENTAILMENT	4.448540262
1779	ENTAILMENT	4.395242608
1785	NEUTRAL	4.17581516
1786	ENTAILMENT	4.622235503
1788	NEUTRAL	4.55328306
1790	CONTRADICTION	4.56438622
1793	NEUTRAL	4.064874835
1794	NEUTRAL	3.63658188
1795	NEUTRAL	4.507375532
1796	NEUTRAL	4.312503917
1797	NEUTRAL	3.370785846
1799	NEUTRAL	4.10121546
1800	NEUTRAL	4.190118839
1801	NEUTRAL	4.574353155
1802	ENTAILMENT	4.80421144
1803	ENTAILMENT	4.531517886
1804	NEUTRAL	3.979100087
1805	CONTRADICTION	3.503112517
1806	NEUTRAL	2.986751029
1810	NEUTRAL	2.831731766
1813	ENTAILMENT	4.68835462
1816	NEUTRAL	4.240619886
1817	NEUTRAL	4.193281344
1819	NEUTRAL	3.812113598
1821	NEUTRAL	4.156590076
1824	NEUTRAL	4.229170479
1826	NEUTRAL	4.074200734
1827	NEUTRAL	3.25714278
1828	NEUTRAL	3.656093478
1831	ENTAILMENT	4.948370742
1833	NEUTRAL	3.845379896
1834	ENTAILMENT	3.125631172
1835	NEUTRAL	3.869925903
1836	NEUTRAL	4.403718019
1837	ENTAILMENT	4.376852239
1838	NEUTRAL	3.111649562
1843	CONTRADICTION	3.981401243
1845	NEUTRAL	1.722736167
1848	NEUTRAL	2.366677983
1850	NEUTRAL	4.336893479
1855	NEUTRAL	3.775834774
1856	NEUTRAL	3.896625929
1857	NEUTRAL	4.04628251
1858	NEUTRAL	3.993645026
1859	NEUTRAL	4.292825014
1860	NEUTRAL	4.249374052
1862	NEUTRAL	4.198793361
1863	CONTRADICTION	3.936471945
1864	NEUTRAL	4.104639396
1865	NEUTRAL	4.211709726
1867	NEUTRAL	3.079129155
1868	NEUTRAL	4.269106483
1870	NEUTRAL	4.062773824
1871	NEUTRAL	4.269106483
1872	ENTAILMENT	4.320438884
1875	NEUTRAL	3.332548493
1880	NEUTRAL	4.170987879
1883	ENTAILMENT	3.749074755
1885	ENTAILMENT	4.40429208
1889	NEUTRAL	3.924291774
1890	NEUTRAL	3.128034728
1891	NEUTRAL	4.383218882
1893	NEUTRAL	2.006085011
1895	NEUTRAL	4.014505666
1896	NEUTRAL	4.431083646
1899	NEUTRAL	4.14203919
1901	NEUTRAL	4.291718267
1902	NEUTRAL	2.643422543
1903	NEUTRAL	1.325802698
1905	NEUTRAL	1.215421823
1906	NEUTRAL	1.295312707
1911	ENTAILMENT	4.577847426
1913	NEUTRAL	4.388235448
1914	ENTAILMENT	1.810265808
1915	ENTAILMENT	1.295024126
1916	NEUTRAL	1.308864547
1917	ENTAILMENT	1.977786794
1920	NEUTRAL	1.394904216
1922	ENTAILMENT	4.436421376
1923	ENTAILMENT	4.281961046
1924	NEUTRAL	4.454930436
1925	NEUTRAL	4.337652429
1926	NEUTRAL	4.022767744
1928	NEUTRAL	4.19252679
1929	NEUTRAL	1.465159544
1930	NEUTRAL	1.99971785
1931	NEUTRAL	1.8515334
1932	NEUTRAL	1.428221585
1933	NEUTRAL	1.301193855
1937	NEUTRAL	3.484600354
1938	NEUTRAL	4.118867567
1941	NEUTRAL	1.120959753
1945	NEUTRAL	3.337747621
1947	NEUTRAL	3.269682903
1950	NEUTRAL	3.982234924
1951	NEUTRAL	3.967348393
1953	NEUTRAL	3.726731901
1956	NEUTRAL	4.039355252
1957	NEUTRAL	3.879677435
1958	NEUTRAL	1.199159615
1959	NEUTRAL	1.582838618
1960	NEUTRAL	1.341969876
1962	NEUTRAL	1.331538004
1965	CONTRADICTION	4.245256331
1966	NEUTRAL	3.203153151
1968	NEUTRAL	4.277813069
1971	NEUTRAL	4.255717423
1973	NEUTRAL	4.303817242
1976	NEUTRAL	4.304989153
1977	ENTAILMENT	4.785444828
1979	ENTAILMENT	4.624048707
1980	NEUTRAL	4.222105395
1982	NEUTRAL	1.457888756
1983	NEUTRAL	1.266490208
1985	NEUTRAL	1.262805617
1986	NEUTRAL	1.229884402
1990	NEUTRAL	3.003508687
1995	NEUTRAL	4.327069543
1997	NEUTRAL	4.332859798
1998	CONTRADICTION	4.327112985
2002	ENTAILMENT	4.717829532
2003	ENTAILMENT	3.33859992
2010	NEUTRAL	1.837829899
2013	NEUTRAL	1.842804187
2017	NEUTRAL	4.143041727
2021	NEUTRAL	1.401118552
2022	NEUTRAL	1.637706793
2026	NEUTRAL	1.321934771
2028	ENTAILMENT	4.812265614
2031	NEUTRAL	4.28761244
2032	ENTAILMENT	4.033079114
2033	NEUTRAL	3.168356542
2034	NEUTRAL	2.893543359
2036	NEUTRAL	4.201147268
2039	NEUTRAL	3.179798191
2042	NEUTRAL	3.402325049
2043	ENTAILMENT	4.144698745
2044	CONTRADICTION	3.538550161
2046	NEUTRAL	1.302867035
2048	NEUTRAL	2.05901043
2050	NEUTRAL	1.269037796
2053	NEUTRAL	4.179070498
2054	ENTAILMENT	4.938994935
2057	NEUTRAL	4.2175623
2060	NEUTRAL	3.562975925
2062	NEUTRAL	4.223981177
2063	ENTAILMENT	4.537413644
2065	NEUTRAL	4.391298656
2069	NEUTRAL	3.745538335
2071	ENTAILMENT	4.345192276
2074	ENTAILMENT	3.526072358
2077	NEUTRAL	3.046444417
2083	NEUTRAL	3.507180332
2085	NEUTRAL	4.515999113
2093	NEUTRAL	3.645906228
2095	CONTRADICTION	1.135485039
2099	ENTAILMENT	1.745687862
2101	ENTAILMENT	4.735913736
2106	ENTAILMENT	4.466736433
2108	ENTAILMENT	1.385985589
2110	NEUTRAL	1.85187344
2111	CONTRADICTION	1.406518213
2114	NEUTRAL	4.115685926
2116	ENTAILMENT	3.961256885
2120	ENTAILMENT	4.21681628
2126	NEUTRAL	3.954300666
2127	ENTAILMENT	4.478171359
2128	CONTRADICTION	4.418652129
2129	NEUTRAL	4.246173535
2131	NEUTRAL	4.112816657
2133	NEUTRAL	4.5053115
2134	CONTRADICTION	4.470298195
2135	ENTAILMENT	4.501418748
2137	CONTRADICTION	4.221873961
2138	NEUTRAL	4.849289682
2140	NEUTRAL	4.460131115
2142	NEUTRAL	4.067587918
2143	NEUTRAL	3.311168871
2147	NEUTRAL	4.691419639
2149	NEUTRAL	4.381110114
2151	NEUTRAL	4.261382522
2152	NEUTRAL	4.32883465
2154	NEUTRAL	4.564099707
2155	NEUTRAL	4.219064425
2156	NEUTRAL	4.234850576
2158	NEUTRAL	4.120779034
2159	NEUTRAL	4.236596031
2160	NEUTRAL	4.290262428
2161	NEUTRAL	4.012200373
2168	NEUTRAL	4.300392013
2169	ENTAILMENT	4.427211064
2173	NEUTRAL	3.508356381
2174	NEUTRAL	4.331260186
2177	CONTRADICTION	3.949709732
2178	NEUTRAL	4.302108247
2182	NEUTRAL	4.609995599
2185	CONTRADICTION	4.488743643
2186	NEUTRAL	4.54101497
2187	CONTRADICTION	4.580981228
2189	NEUTRAL	4.420663152
2190	NEUTRAL	4.516268818
2191	NEUTRAL	3.847549173
2193	NEUTRAL	3.860789805
2194	NEUTRAL	4.221386268
2197	NEUTRAL	3.932027113
2200	NEUTRAL	4.44739395
2201	NEUTRAL	3.947957813
2204	NEUTRAL	4.222154268
2206	NEUTRAL	4.402376475
2209	NEUTRAL	4.394272394
2211	NEUTRAL	4.193123607
2214	NEUTRAL	4.04498958
2216	ENTAILMENT	4.428626563
2219	CONTRADICTION	4.570236985
2220	ENTAILMENT	4.61219332
2223	ENTAILMENT	4.520155105
2224	NEUTRAL	3.485588669
2225	ENTAILMENT	4.560308838
2227	CONTRADICTION	4.281097886
2230	NEUTRAL	4.605727897
2237	NEUTRAL	3.75040699
2241	NEUTRAL	3.932169335
2244	NEUTRAL	3.774258435
2245	NEUTRAL	3.858886613
2246	ENTAILMENT	4.369189822
2248	NEUTRAL	4.842629803
2249	CONTRADICTION	4.403648201
2254	ENTAILMENT	4.468568514
2255	NEUTRAL	4.351018216
2256	NEUTRAL	3.101228551
2257	NEUTRAL	4.107333085
2258	NEUTRAL	4.105943186
2262	NEUTRAL	3.466458744
2265	CONTRADICTION	4.16301128
2267	NEUTRAL	4.159470981
2268	NEUTRAL	3.843669092
2269	CONTRADICTION	4.21692954
2270	NEUTRAL	4.174040486
2271	CONTRADICTION	4.243471312
2273	NEUTRAL	3.363536649
2276	ENTAILMENT	4.135341815
2278	NEUTRAL	4.080873285
2279	NEUTRAL	1.230372095
2280	NEUTRAL	2.117302929
2283	NEUTRAL	4.183528002
2285	NEUTRAL	4.347600228
2290	NEUTRAL	4.227696539
2292	CONTRADICTION	4.04243501
2293	NEUTRAL	4.305125428
2294	NEUTRAL	1.357211962
2295	NEUTRAL	4.271504608
2296	NEUTRAL	2.537544424
2298	CONTRADICTION	4.033731268
2300	NEUTRAL	4.429160284
2301	NEUTRAL	4.363752019
2306	NEUTRAL	4.3291072
2312	NEUTRAL	3.68169348
2313	CONTRADICTION	4.383625637
2320	NEUTRAL	3.998963362
2321	NEUTRAL	3.514211541
2323	NEUTRAL	4.147088337
2324	NEUTRAL	3.150743481
2325	NEUTRAL	4.132704756
2326	NEUTRAL	3.957188295
2328	NEUTRAL	4.141061476
2331	NEUTRAL	4.091104235
2335	NEUTRAL	4.82243709
2336	NEUTRAL	4.055303537
2337	NEUTRAL	3.638708749
2342	NEUTRAL	4.25699975
2343	NEUTRAL	4.276233627
2345	NEUTRAL	3.418673366
2346	NEUTRAL	4.161454852
2347	NEUTRAL	4.029582516
2349	NEUTRAL	3.785964359
2353	NEUTRAL	3.871963818
2354	NEUTRAL	3.911409802
2355	NEUTRAL	3.316015804
2356	NEUTRAL	4.058104022
2357	NEUTRAL	4.309867893
2361	CONTRADICTION	4.003933899
2367	NEUTRAL	4.206100481
2370	NEUTRAL	4.282952722
2371	NEUTRAL	4.380912296
2372	NEUTRAL	4.23671317
2373	NEUTRAL	4.299411714
2376	NEUTRAL	4.328950497
2378	NEUTRAL	3.655129211
2379	ENTAILMENT	4.092527492
2380	CONTRADICTION	3.833012768
2382	CONTRADICTION	3.586072816
2384	NEUTRAL	3.970960579
2387	ENTAILMENT	3.885981241
2389	ENTAILMENT	4.257957035
2390	CONTRADICTION	3.789613523
2393	ENTAILMENT	4.210933968
2394	ENTAILMENT	3.803002066
2395	ENTAILMENT	4.205606064
2396	ENTAILMENT	4.242622892
2398	NEUTRAL	3.985759191
2399	NEUTRAL	4.004237996
2403	NEUTRAL	4.070208427
2406	NEUTRAL	3.927223104
2408	NEUTRAL	3.287412327
2411	NEUTRAL	1.282112415
2412	NEUTRAL	2.607450144
2416	CONTRADICTION	4.241381421
2417	ENTAILMENT	3.852719856
2418	ENTAILMENT	4.407337963
2419	CONTRADICTION	4.394345315
2420	NEUTRAL	3.779095542
2421	NEUTRAL	4.278497288
2424	NEUTRAL	3.955513693
2425	NEUTRAL	3.779095542
2427	NEUTRAL	3.941289659
2428	NEUTRAL	3.904290156
2432	NEUTRAL	3.846186167
2433	NEUTRAL	3.675603783
2434	NEUTRAL	4.067050059
2435	NEUTRAL	4.502609536
2437	NEUTRAL	4.308044862
2439	CONTRADICTION	4.147471303
2442	ENTAILMENT	4.324880872
2443	NEUTRAL	1.60438102
2444	NEUTRAL	4.322089179
2446	NEUTRAL	3.843408696
2448	NEUTRAL	3.660497454
2449	ENTAILMENT	4.521072051
2451	NEUTRAL	4.229882366
2452	NEUTRAL	3.863455308
2453	NEUTRAL	3.848301658
2454	NEUTRAL	3.80339072
2460	NEUTRAL	4.313074099
2461	NEUTRAL	4.260417221
2462	CONTRADICTION	4.189583566
2463	NEUTRAL	3.985531894
2464	NEUTRAL	3.624835875
2468	ENTAILMENT	4.095107145
2469	NEUTRAL	2.807312725
2470	ENTAILMENT	4.014167177
2471	NEUTRAL	2.799395471
2473	NEUTRAL	2.136324765
2475	NEUTRAL	2.537849943
2477	NEUTRAL	3.817664144
2478	NEUTRAL	3.298429637
2479	NEUTRAL	3.756148889
2480	CONTRADICTION	4.293913919
2481	NEUTRAL	4.133941055
2482	NEUTRAL	3.326917527
2483	NEUTRAL	3.26024426
2484	NEUTRAL	1.246886941
2487	NEUTRAL	2.179764349
2489	NEUTRAL	3.084902214
2490	NEUTRAL	2.309031949
2492	NEUTRAL	1.603716842
2493	NEUTRAL	2.242468969
2498	NEUTRAL	3.921864946
2501	NEUTRAL	1.224805
2502	NEUTRAL	3.333713164
2503	NEUTRAL	1.303631545
2504	NEUTRAL	4.3740396
2507	NEUTRAL	4.589048073
2511	NEUTRAL	3.336706295
2512	NEUTRAL	4.090747904
2513	NEUTRAL	3.661307604
2516	NEUTRAL	3.40416075
2517	NEUTRAL	4.272800899
2519	ENTAILMENT	4.483474439
2520	CONTRADICTION	4.492776807
2522	NEUTRAL	4.327084799
2523	CONTRADICTION	4.218759811
2524	NEUTRAL	2.919060226
2526	CONTRADICTION	4.334294174
2528	ENTAILMENT	4.477443182
2531	ENTAILMENT	4.318552758
2532	ENTAILMENT	4.49149267
2533	ENTAILMENT	4.033132642
2534	ENTAILMENT	4.535851527
2536	ENTAILMENT	4.50878948
2537	NEUTRAL	3.959759156
2541	NEUTRAL	3.848152713
2542	NEUTRAL	4.329657729
2546	NEUTRAL	4.124078848
2547	CONTRADICTION	4.013000438
2548	NEUTRAL	4.109927477
2550	NEUTRAL	3.899145332
2552	NEUTRAL	3.920822845
2556	NEUTRAL	3.344417585
2558	NEUTRAL	1.472991723
2559	ENTAILMENT	4.314424176
2560	NEUTRAL	2.756823314
2562	NEUTRAL	3.353971558
2563	ENTAILMENT	4.250616558
2564	NEUTRAL	4.301213023
2565	CONTRADICTION	4.191473829
2567	NEUTRAL	3.701175858
2568	NEUTRAL	3.118035987
2570	NEUTRAL	3.165060089
2571	CONTRADICTION	3.421393172
2573	NEUTRAL	4.423858498
2575	NEUTRAL	4.528404512
2576	NEUTRAL	4.173139314
2580	NEUTRAL	4.082318004
2581	NEUTRAL	4.108336657
2584	NEUTRAL	4.152473389
2585	NEUTRAL	3.838903095
2586	NEUTRAL	2.994779991
2587	NEUTRAL	1.692957675
2595	NEUTRAL	4.288992771
2598	NEUTRAL	3.732054374
2600	NEUTRAL	3.826731717
2603	CONTRADICTION	4.526686209
2605	CONTRADICTION	4.528368827
2607	NEUTRAL	4.398628532
2609	NEUTRAL	4.553825573
2610	ENTAILMENT	4.610312625
2611	CONTRADICTION	4.457274258
2612	ENTAILMENT	4.622405135
2613	NEUTRAL	4.140563698
2614	NEUTRAL	3.928106692
2616	NEUTRAL	3.734658075
2617	NEUTRAL	3.957534024
2618	NEUTRAL	3.023523235
2620	NEUTRAL	3.894218236
2621	NEUTRAL	3.951166347
2624	NEUTRAL	4.23480972
2629	NEUTRAL	4.324400419
2631	NEUTRAL	4.21035939
2633	ENTAILMENT	4.132675019
2635	ENTAILMENT	4.076818399
2639	ENTAILMENT	3.459126283
2641	ENTAILMENT	4.147228232
2642	NEUTRAL	2.49817537
2644	NEUTRAL	4.104866176
2645	CONTRADICTION	3.782716262
2646	ENTAILMENT	4.161595781
2647	NEUTRAL	4.322155894
2648	ENTAILMENT	4.482933736
2649	NEUTRAL	3.130633386
2652	NEUTRAL	3.34257516
2653	NEUTRAL	4.029362718
2658	NEUTRAL	3.620200464
2659	NEUTRAL	4.087371031
2661	NEUTRAL	3.933561044
2663	NEUTRAL	3.364708302
2665	NEUTRAL	4.445105724
2667	NEUTRAL	4.618455494
2669	NEUTRAL	3.76070026
2671	NEUTRAL	4.174248906
2674	NEUTRAL	4.364007243
2676	NEUTRAL	4.320663853
2677	NEUTRAL	3.739372096
2681	NEUTRAL	3.724066656
2683	NEUTRAL	3.869537248
2685	NEUTRAL	3.912313301
2686	NEUTRAL	4.055185622
2690	NEUTRAL	3.66659465
2693	NEUTRAL	4.315104774
2694	NEUTRAL	3.488445785
2695	NEUTRAL	4.394889897
2697	NEUTRAL	4.408630116
2698	CONTRADICTION	4.088404081
2699	NEUTRAL	4.364847389
2700	NEUTRAL	3.911195692
2706	NEUTRAL	5
2717	NEUTRAL	4.602864834
2719	NEUTRAL	4.383958954
2723	CONTRADICTION	4.213587318
2725	NEUTRAL	3.718315965
2727	NEUTRAL	1.22448849
2729	NEUTRAL	1.208567487
2732	NEUTRAL	1.87650478
2733	NEUTRAL	4.28098928
2736	CONTRADICTION	4.326128807
2737	NEUTRAL	4.194684172
2740	NEUTRAL	4.021325869
2742	NEUTRAL	4.153548589
2743	NEUTRAL	3.942706451
2745	NEUTRAL	4.39032689
2746	NEUTRAL	4.497569438
2747	NEUTRAL	4.414405891
2749	NEUTRAL	3.970150947
2750	NEUTRAL	4.074463716
2753	NEUTRAL	4.364735421
2759	NEUTRAL	4.338692461
2760	NEUTRAL	4.285532375
2762	NEUTRAL	3.550842817
2767	NEUTRAL	3.435651856
2769	NEUTRAL	4.410959717
2771	NEUTRAL	4.457875988
2773	NEUTRAL	4.159951175
2780	NEUTRAL	4.127971342
2781	NEUTRAL	4.060118923
2782	NEUTRAL	3.602347953
2785	NEUTRAL	4.252517164
2786	NEUTRAL	4.221002268
2790	CONTRADICTION	4.09907049
2793	NEUTRAL	3.869397612
2794	NEUTRAL	3.806063981
2796	NEUTRAL	2.840451281
2798	ENTAILMENT	4.336533528
2801	NEUTRAL	4.073711749
2804	NEUTRAL	2.712424376
2805	NEUTRAL	3.476617808
2806	NEUTRAL	2.712424376
2808	NEUTRAL	4.618970597
2810	NEUTRAL	4.18056771
2814	NEUTRAL	4.097244098
2816	NEUTRAL	4.058622486
2819	NEUTRAL	3.953390185
2820	NEUTRAL	3.962150817
2823	NEUTRAL	3.828868153
2824	NEUTRAL	3.8908786
2825	NEUTRAL	3.602476471
2826	NEUTRAL	3.922404098
2830	CONTRADICTION	4.211358566
2831	NEUTRAL	4.12732255
2832	NEUTRAL	4.076966569
2833	NEUTRAL	4.16800535
2834	NEUTRAL	4.133722033
2835	NEUTRAL	4.206661095
2836	NEUTRAL	4.132603649
2840	NEUTRAL	3.896679974
2841	NEUTRAL	2.273881077
2843	NEUTRAL	2.906904104
2846	NEUTRAL	4.553749031
2847	NEUTRAL	4.237357049
2848	CONTRADICTION	4.240972339
2849	NEUTRAL	4.523002136
2852	NEUTRAL	4.482435699
2855	CONTRADICTION	4.228331109
2858	NEUTRAL	4.21416112
2859	NEUTRAL	3.860224019
2866	ENTAILMENT	4.371812917
2869	NEUTRAL	3.402913332
2871	NEUTRAL	3.99482547
2872	NEUTRAL	4.424142166
2873	CONTRADICTION	4.321668977
2876	NEUTRAL	4.25279954
2877	CONTRADICTION	4.336406045
2878	NEUTRAL	4.425960801
2880	NEUTRAL	4.403843175
2882	NEUTRAL	4.028766419
2884	NEUTRAL	4.103682887
2885	NEUTRAL	4.427360526
2887	NEUTRAL	4.161071628
2888	NEUTRAL	3.912055232
2889	NEUTRAL	4.166860849
2892	ENTAILMENT	4.048165532
2893	NEUTRAL	4.458945499
2895	NEUTRAL	3.358713764
2897	NEUTRAL	3.501135628
2901	ENTAILMENT	4.689474039
2902	NEUTRAL	2.226162414
2904	NEUTRAL	3.030193328
2906	NEUTRAL	2.684848648
2912	NEUTRAL	3.773403033
2914	NEUTRAL	3.772654426
2921	NEUTRAL	3.74287128
2922	NEUTRAL	3.577575684
2923	NEUTRAL	3.576422391
2925	NEUTRAL	3.906085001
2928	NEUTRAL	4.28594301
2929	CONTRADICTION	4.193001295
2931	NEUTRAL	3.623358315
2934	NEUTRAL	2.94392494
2940	NEUTRAL	4.074232282
2942	NEUTRAL	4.318672225
2944	NEUTRAL	4.000900687
2946	NEUTRAL	4.37207021
2947	NEUTRAL	4.188539655
2948	ENTAILMENT	4.342185439
2949	CONTRADICTION	3.946629716
2950	NEUTRAL	4.064809412
2953	NEUTRAL	3.854946539
2954	NEUTRAL	4.066147077
2962	NEUTRAL	4.132760611
2963	NEUTRAL	4.176646773
2973	NEUTRAL	4.392317485
2975	ENTAILMENT	3.915309277
2978	NEUTRAL	4.13518175
2979	CONTRADICTION	3.979548733
2982	NEUTRAL	3.36424233
2985	NEUTRAL	3.286846024
2986	NEUTRAL	4.348347799
2987	CONTRADICTION	4.266774555
2990	NEUTRAL	4.607920705
2991	NEUTRAL	4.143826535
2993	NEUTRAL	4.388895359
2999	NEUTRAL	4.078568509
3000	CONTRADICTION	4.055438519
3001	NEUTRAL	4.062560491
3003	NEUTRAL	4.311351658
3004	NEUTRAL	4.24270383
3006	NEUTRAL	4.336966659
3008	NEUTRAL	3.649154326
3009	NEUTRAL	3.431350797
3011	NEUTRAL	4.174264421
3012	NEUTRAL	3.385468353
3013	NEUTRAL	3.595714191
3017	NEUTRAL	4.263609981
3020	NEUTRAL	1.80561346
3021	NEUTRAL	3.890933937
3023	NEUTRAL	3.679541529
3025	NEUTRAL	4.387777234
3026	NEUTRAL	4.206545507
3028	NEUTRAL	4.219208716
3029	NEUTRAL	4.023898281
3030	NEUTRAL	4.403590278
3032	NEUTRAL	4.158780298
3034	CONTRADICTION	4.452708666
3035	NEUTRAL	4.245365196
3037	NEUTRAL	4.543518857
3040	CONTRADICTION	4.427173569
3044	NEUTRAL	4.117909765
3045	NEUTRAL	4.452085474
3048	NEUTRAL	4.252159798
3051	NEUTRAL	4.546450703
3052	CONTRADICTION	4.474954551
3053	NEUTRAL	4.322459991
3055	ENTAILMENT	4.69021075
3056	NEUTRAL	4.172611281
3057	NEUTRAL	4.394440216
3058	NEUTRAL	4.203176909
3060	NEUTRAL	4.385732336
3063	NEUTRAL	4.566947514
3064	NEUTRAL	4.697690864
3066	NEUTRAL	4.492318335
3067	NEUTRAL	4.476656822
3070	NEUTRAL	4.476656822
3074	ENTAILMENT	4.6583765
3075	NEUTRAL	4.345942692
3076	ENTAILMENT	4.66506198
3077	ENTAILMENT	4.666801487
3078	CONTRADICTION	4.659076751
3080	NEUTRAL	4.873707689
3082	NEUTRAL	4.325248064
3083	NEUTRAL	4.14889999
3084	NEUTRAL	4.497363862
3086	NEUTRAL	4.537915301
3087	NEUTRAL	3.892289444
3088	NEUTRAL	3.807821072
3089	NEUTRAL	4.157506763
3090	CONTRADICTION	3.021271339
3093	NEUTRAL	3.626475826
3095	NEUTRAL	4.257634061
3096	CONTRADICTION	3.981828168
3099	NEUTRAL	4.070523385
3101	NEUTRAL	4.343344421
3103	NEUTRAL	4.357632067
3104	NEUTRAL	1.660406238
3106	NEUTRAL	4.064666414
3108	NEUTRAL	4.357697748
3109	ENTAILMENT	4.088003273
3112	CONTRADICTION	4.353578992
3113	ENTAILMENT	4.364543292
3115	NEUTRAL	4.362829902
3116	NEUTRAL	4.301186647
3117	NEUTRAL	3.154318431
3118	NEUTRAL	4.454602549
3119	NEUTRAL	4.284261943
3120	NEUTRAL	4.42302249
3124	NEUTRAL	4.341701366
3125	NEUTRAL	4.343703338
3127	NEUTRAL	4.400603093
3128	NEUTRAL	1.934322773
3131	NEUTRAL	2.657398464
3133	NEUTRAL	2.908798504
3135	NEUTRAL	2.940959736
3136	ENTAILMENT	4.744406214
3137	CONTRADICTION	4.20520267
3138	NEUTRAL	4.366295987
3139	NEUTRAL	4.487274358
3141	NEUTRAL	3.332617018
3142	NEUTRAL	2.155853429
3144	NEUTRAL	1.620952497
3145	NEUTRAL	2.103302313
3146	NEUTRAL	3.203061612
3147	NEUTRAL	4.174723928
3148	NEUTRAL	3.919024639
3149	NEUTRAL	3.694260496
3151	NEUTRAL	3.951953482
3152	NEUTRAL	3.956874889
3154	NEUTRAL	3.742247312
3155	NEUTRAL	3.887426995
3159	CONTRADICTION	4.102021214
3160	NEUTRAL	4.124681612
3163	NEUTRAL	3.954210161
3167	NEUTRAL	4.526610443
3168	NEUTRAL	4.002321099
3169	NEUTRAL	4.441940116
3171	ENTAILMENT	4.386946139
3172	CONTRADICTION	4.002117592
3173	NEUTRAL	4.35969791
3175	ENTAILMENT	4.385892142
3176	NEUTRAL	4.3727596
3177	NEUTRAL	4.377889944
3178	NEUTRAL	4.329072549
3179	CONTRADICTION	4.351221206
3180	NEUTRAL	4.347822094
3183	NEUTRAL	4.363191405
3184	NEUTRAL	4.33297823
3185	NEUTRAL	4.074381227
3189	NEUTRAL	2.49627722
3190	NEUTRAL	3.178255726
3191	NEUTRAL	3.300718898
3193	NEUTRAL	3.316964815
3194	NEUTRAL	4.221508838
3195	CONTRADICTION	4.146282842
3196	NEUTRAL	4.429658838
3197	CONTRADICTION	4.376003818
3198	NEUTRAL	4.181603347
3199	CONTRADICTION	4.36800705
3204	NEUTRAL	3.71776647
3205	NEUTRAL	3.999153164
3206	NEUTRAL	3.962942865
3207	NEUTRAL	3.797906114
3209	ENTAILMENT	4.559460159
3210	NEUTRAL	3.614654314
3211	NEUTRAL	4.037621951
3212	NEUTRAL	2.762884955
3215	CONTRADICTION	4.500601616
3216	NEUTRAL	4.587384332
3219	NEUTRAL	3.379781532
3220	ENTAILMENT	4.601620002
3225	NEUTRAL	3.768084955
3226	NEUTRAL	4.373715333
3229	NEUTRAL	4.072426577
3231	CONTRADICTION	4.287290242
3233	NEUTRAL	4.24593124
3234	NEUTRAL	4.151339231
3235	NEUTRAL	4.120796876
3236	NEUTRAL	4.117980359
3237	NEUTRAL	4.173259815
3239	NEUTRAL	4.479045638
3240	CONTRADICTION	4.451908343
3241	NEUTRAL	4.513003654
3244	NEUTRAL	4.084093196
3245	NEUTRAL	4.478572685
3246	CONTRADICTION	4.418637649
3247	NEUTRAL	4.473105921
3249	NEUTRAL	4.784896367
3251	NEUTRAL	4.130126655
3259	NEUTRAL	3.754233285
3263	NEUTRAL	4.273435986
3266	NEUTRAL	3.992362698
3267	CONTRADICTION	3.999201002
3268	NEUTRAL	4.143403489
3269	CONTRADICTION	4.149734447
3270	NEUTRAL	4.071722706
3276	NEUTRAL	4.350370717
3279	NEUTRAL	4.340223548
3282	NEUTRAL	4.061968071
